usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family,usageKey1,scientificName2,rank1,order1,matchType1,phylum1,kingdom1,genus1,class1,confidence1,synonym1,status1,family1,UniqueID,TaxonomicGroup,YearPublished,Kingdom,scientificName1,vernacularName,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
2430567,"Pelobates fuscus (Laurenti, 1768)",SPECIES,Anura,EXACT,Chordata,Animalia,Pelobates,Amphibia,99,FALSE,ACCEPTED,Pelobatidae,2430567,"Pelobates fuscus (Laurenti, 1768)",SPECIES,Anura,EXACT,Chordata,Animalia,Pelobates,Amphibia,98,FALSE,ACCEPTED,Pelobatidae,INBO:RL:NONVAL:AMP:1996:6,Amphibians,1996,Animalia,Pelobates fuscus,Knoflookpad,Bedreigd,EN,LC,Regional,BauwensClaus_1996,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
2426789,"Rana arvalis Nilsson, 1842",SPECIES,Anura,EXACT,Chordata,Animalia,Rana,Amphibia,100,FALSE,ACCEPTED,Ranidae,2426789,"Rana arvalis Nilsson, 1842",SPECIES,Anura,EXACT,Chordata,Animalia,Rana,Amphibia,98,FALSE,ACCEPTED,Ranidae,INBO:RL:NONVAL:AMP:1996:7,Amphibians,1996,Animalia,Rana arvalis,Heikikker,Zeldzaam,NT,LC,Regional,BauwensClaus_1996,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
2422253,"Rana Linnaeus, 1758",GENUS,Anura,EXACT,Chordata,Animalia,Rana,Amphibia,98,FALSE,ACCEPTED,Ranidae,2422253,"Rana Linnaeus, 1758",GENUS,Anura,HIGHERRANK,Chordata,Animalia,Rana,Amphibia,94,FALSE,ACCEPTED,Ranidae,INBO:RL:NONVAL:AMP:1996:8,Amphibians,1996,Animalia,Rana esculenta synklepton,Groene kikker,Momenteel niet bedreigd,LC,LC,Regional,BauwensClaus_1996,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2426805,"Rana temporaria Linnaeus, 1758",SPECIES,Anura,EXACT,Chordata,Animalia,Rana,Amphibia,100,FALSE,ACCEPTED,Ranidae,2426805,"Rana temporaria Linnaeus, 1758",SPECIES,Anura,EXACT,Chordata,Animalia,Rana,Amphibia,98,FALSE,ACCEPTED,Ranidae,INBO:RL:NONVAL:AMP:1996:9,Amphibians,1996,Animalia,Rana temporaria,Bruine kikker,Momenteel niet bedreigd,LC,LC,Regional,BauwensClaus_1996,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1314824,"Anergates atratulus (Schenck, 1852)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Anergates,Insecta,99,FALSE,ACCEPTED,Formicidae,1314824,"Anergates atratulus (Schenck, 1852)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Anergates,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:31,Ants,2003,Animalia,Anergates atratulus,Woekermier,Met uitsterven bedreigd,CR,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
1314946,"Formica cunicularia Latreille, 1798",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1314946,"Formica cunicularia Latreille, 1798",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:33,Ants,2003,Animalia,Formica cunicularia,Bruine renmier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1314881,"Formica fusca Linnaeus, 1758",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1314881,"Formica fusca Linnaeus, 1758",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:34,Ants,2003,Animalia,Formica fusca,Grauwzwarte mier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
4504708,"Formica lusatica Seifert, 1997",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,4504708,"Formica lusatica Seifert, 1997",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:35,Ants,2003,Animalia,Formica lusatica,Duinrenmier,Bedreigd maar mate waarin ongekend,DD(PT),NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
1315169,"Formica polyctena Foerster, 1850",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1315169,"Formica polyctena Foerster, 1850",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:36,Ants,2003,Animalia,Formica polyctena,Kale bosmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1315144,"Formica pratensis Retzius, 1783",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1315144,"Formica pratensis Retzius, 1783",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:37,Ants,2003,Animalia,Formica pratensis,Zwartrugbosmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1315132,"Formica rufa Linnaeus, 1761",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1315132,"Formica rufa Linnaeus, 1761",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:38,Ants,2003,Animalia,Formica rufa,Behaarde bosmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
NA,NA,NA,NA,NONE,NA,NA,NA,NA,100,FALSE,NA,NA,NA,NA,NA,NA,NONE,NA,NA,NA,NA,100,FALSE,NA,NA,INBO:RL:NONVAL:ANT:2013:39,Ants,2003,Animalia,Formica rufa x polyctena,hybride van Formica rufa-complex,Bedreigd maar mate waarin ongekend,DD(PT),NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
1315117,"Formica rufibarbis Fabricius, 1793",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1315117,"Formica rufibarbis Fabricius, 1793",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:40,Ants,2003,Animalia,Formica rufibarbis,Rode baardmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1315006,"Formica sanguinea Latreille, 1798",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,FALSE,ACCEPTED,Formicidae,1315006,"Formica sanguinea Latreille, 1798",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:41,Ants,2003,Animalia,Formica sanguinea,Bloedrode roofmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
6096906,"Formica transkaucasica Nassonov, 1889",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,100,TRUE,SYNONYM,Formicidae,6096906,"Formica transkaucasica Nassonov, 1889",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formica,Insecta,98,TRUE,SYNONYM,Formicidae,INBO:RL:NONVAL:ANT:2013:42,Ants,2003,Animalia,Formica transkaucasica,Veenmier,Sterk bedreigd,EN,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
1317464,"Formicoxenus nitidulus (Nylander, 1846)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formicoxenus,Insecta,99,FALSE,ACCEPTED,Formicidae,1317464,"Formicoxenus nitidulus (Nylander, 1846)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Formicoxenus,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:43,Ants,2003,Animalia,Formicoxenus nitidulus,Glanzende gastmier,Met uitsterven bedreigd,CR,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
5035823,"Lasius brunneus (Latreille, 1798)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035823,"Lasius brunneus (Latreille, 1798)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:46,Ants,2003,Animalia,Lasius brunneus,Boommier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035813,"Lasius emarginatus (Olivier, 1792)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035813,"Lasius emarginatus (Olivier, 1792)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:47,Ants,2003,Animalia,Lasius emarginatus,Muurmier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035857,"Lasius flavus (Fabricius, 1782)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035857,"Lasius flavus (Fabricius, 1782)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:48,Ants,2003,Animalia,Lasius flavus,Gele weidemier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035850,"Lasius fuliginosus (Latreille, 1798)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035850,"Lasius fuliginosus (Latreille, 1798)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:49,Ants,2003,Animalia,Lasius fuliginosus,Glanzende houtmier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035863,"Lasius jensi Seifert, 1982",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,100,FALSE,ACCEPTED,Formicidae,5035863,"Lasius jensi Seifert, 1982",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:50,Ants,2003,Animalia,Lasius jensi,Puntschubmier,Geografisch beperkt,NT,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Geographically Limited (NT)
5035788,"Lasius meridionalis (Bondroit, 1920)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035788,"Lasius meridionalis (Bondroit, 1920)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:51,Ants,2003,Animalia,Lasius meridionalis,Veldmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
5035862,"Lasius mixtus (Nylander, 1846)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035862,"Lasius mixtus (Nylander, 1846)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:52,Ants,2003,Animalia,Lasius mixtus,Wintermier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035837,"Lasius myops Forel, 1894",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,100,FALSE,ACCEPTED,Formicidae,5035837,"Lasius myops Forel, 1894",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:53,Ants,2003,Animalia,Lasius myops,Kleinoogweidemier,Bedreigd maar mate waarin ongekend,DD(PT),NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
5035785,"Lasius niger (Linnaeus, 1758)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035785,"Lasius niger (Linnaeus, 1758)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:55,Ants,2003,Animalia,Lasius niger,Wegmier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035793,"Lasius platythorax Seifert, 1991",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,100,FALSE,ACCEPTED,Formicidae,5035793,"Lasius platythorax Seifert, 1991",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:56,Ants,2003,Animalia,Lasius platythorax,Humusmier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5035767,"Lasius psammophilus Seifert, 1992",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,100,FALSE,ACCEPTED,Formicidae,5035767,"Lasius psammophilus Seifert, 1992",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:57,Ants,2003,Animalia,Lasius psammophilus,Buntgrasmier,Kwetsbaar,VU,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
5035806,"Lasius sabularum (Bondroit, 1918)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,99,FALSE,ACCEPTED,Formicidae,5035806,"Lasius sabularum (Bondroit, 1918)",SPECIES,Hymenoptera,EXACT,Arthropoda,Animalia,Lasius,Insecta,98,FALSE,ACCEPTED,Formicidae,INBO:RL:NONVAL:ANT:2013:58,Ants,2003,Animalia,Lasius sabularum,Breedschubmier,Momenteel niet bedreigd,LC,NA,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
